window_start,k_mgl,mg_mgl,no3_mgl,nh4_mgl,ca_mgl
1993-07-13,1.4122222222222223,3.1777777777777776,23.5,NA,7.205555555555556
1993-09-14,1.33,2.8533333333333335,55.33333333333333,NA,6.414444444444444
1993-11-16,1.4,2.6155555555555554,56.66666666666667,NA,6.371111111111111
1994-01-18,1.3533333333333333,2.828888888888889,12.333333333333334,NA,5.916666666666667
1994-03-22,1.2733333333333334,3.0566666666666666,30.166666666666664,NA,6.77
1994-05-24,1.46125,3.11875,87.625,NA,6.51
1994-07-26,0.9500000000000001,1.9333333333333331,NA,NA,3.913333333333333
1994-09-27,1.2125,2.125,NA,NA,4.5125
1994-11-29,1.292,2.744,NA,NA,5.898
1988-01-05,0.728,2.556,165.4375,33.1764705882353,3.3953333333333333
1988-03-08,0.5555555555555556,2.6144444444444446,205.22222222222223,26.333333333333332,3.4766666666666666
1988-05-10,0.688,2.339,196,59.57142857142857,2.613
1988-07-12,0.6328571428571429,2.2592857142857143,134.66666666666666,28.6,2.710714285714286
1988-09-13,0.6275,2.48875,168.25,41.75,3.33125
1988-11-15,0.7366666666666667,2.66,191.33333333333334,NA,3.815
1989-01-17,0.7688888888888888,2.8033333333333332,163.66666666666666,NA,3.801111111111111
1989-03-21,0.7344444444444445,2.7355555555555555,164.66666666666666,NA,3.9033333333333333
1989-05-23,0.7511111111111111,2.8066666666666666,92.22222222222223,NA,3.7533333333333334
1989-07-25,0.81125,2.4344444444444444,155.875,NA,3.6166666666666667
1989-09-26,1.4708333333333332,3.325454545454545,444.625,NA,3.6163636363636367
1989-11-28,1.268888888888889,3.5666666666666664,218.625,NA,5.1433333333333335
1990-01-30,1.4522222222222223,3.3755555555555556,381.77777777777777,NA,4.81
1990-04-03,1.3478571428571429,2.6742857142857144,352.3076923076923,NA,3.6885714285714286
1990-06-05,1.1855555555555555,3.3677777777777775,224.25,NA,4.614444444444445
1990-08-07,0.9944444444444445,3.4522222222222223,151.77777777777777,NA,5.593333333333334
1990-10-09,0.9339999999999999,2.934,155.11111111111111,NA,5.102
1990-12-11,0.9460000000000001,3.08,170.625,NA,4.6770000000000005
1991-02-12,0.79,3.772,146.3,NA,4.788
1991-04-16,0.8922222222222222,3.243333333333333,56.142857142857146,NA,4.216666666666667
1991-06-18,0.8588888888888889,3.535555555555556,118.625,NA,4.447777777777778
1991-08-20,1.05,3.249,114.8,NA,4.675
1991-10-22,0.8776923076923077,2.813846153846154,167,NA,3.8207692307692307
1991-12-24,1.0333333333333334,3.13,179.55555555555554,NA,4.888888888888888
1992-02-25,1.12,3.3511111111111114,127.375,NA,6.21
1992-04-28,0.9355555555555556,2.73,115,NA,4.054444444444444
1992-06-30,1.1411111111111112,3.263333333333333,44.888888888888886,NA,4.682222222222222
1992-09-01,0.8933333333333333,3.2177777777777776,56.33333333333333,NA,4.835555555555556
1992-11-03,1.0977777777777777,3.2466666666666666,40.28571428571429,NA,4.528888888888889
1993-01-05,0.8122222222222223,3.0211111111111113,207,NA,4.0377777777777775
1993-03-09,0.8122222222222222,3.571111111111111,129.125,NA,4.424444444444444
1993-05-11,0.855,3.0637499999999998,59,NA,4.31625
1993-07-13,0.8355555555555556,2.95,102.83333333333334,NA,4.687777777777778
1993-09-14,0.8044444444444444,3.0775,43.66666666666667,NA,4.526666666666666
1993-11-16,0.8833333333333333,2.7577777777777777,32.333333333333336,NA,4.225555555555555
1994-01-18,0.8377777777777777,2.973333333333333,11,NA,4.366666666666666
1994-03-22,0.8622222222222222,3.3666666666666667,49,NA,5.066666666666666
1994-05-24,0.907,3.657,52.111111111111114,NA,5.294
1994-07-26,0.8433333333333334,3.522222222222222,NA,NA,4.98
1994-09-27,0.8644444444444445,3.1544444444444446,NA,NA,4.561111111111111
1994-11-29,0.85,3.198,NA,NA,4.586
1989-05-16,0.6855555555555556,1.96,59.625,NA,6.483333333333333
1989-07-18,0.6614285714285714,1.5783333333333334,73.71428571428571,NA,6.252857142857143
1989-09-19,1.21,2.194,273.8,NA,6.906
1989-11-21,0.8825000000000001,2.572857142857143,112.71428571428571,NA,9.21857142857143
1990-01-23,1.0688888888888888,2.106666666666667,209.22222222222223,NA,8.71
1990-03-27,1.0077777777777777,2.152222222222222,143.33333333333334,NA,9.083333333333334
1990-05-29,0.9544444444444444,2.002222222222222,187,NA,8.342222222222222
1990-07-31,0.8522222222222222,2.1422222222222222,131.88888888888889,NA,9.635555555555555
1990-10-02,0.77,1.9877777777777779,126.125,NA,7.89
1990-12-04,0.6533333333333333,2.1144444444444446,136.75,NA,6.934444444444445
1991-02-05,0.8922222222222222,1.9511111111111112,121.625,NA,7.41875
1991-04-09,0.77,0.9285714285714285,50.25,NA,4.635
1991-06-11,0.7728571428571429,1.61625,58.33333333333333,NA,5.595714285714285
1991-08-13,0.8411111111111111,2.61,80.42857142857143,NA,9.283333333333333
1991-10-15,0.72125,1.975,118.88888888888889,NA,6.5337499999999995
1991-12-17,0.7444444444444445,1.9277777777777778,128.11111111111111,NA,8.153333333333332
1992-02-18,0.9533333333333334,2.8133333333333335,108.375,NA,9.7325
1992-04-21,0.8288888888888889,1.8177777777777777,54.375,NA,7.38
1992-06-23,0.7744444444444444,2.088888888888889,38.111111111111114,NA,8.1466666666666665
1992-08-25,0.8466666666666667,2.39,52.55555555555556,NA,9.634444444444444
1992-10-27,0.70625,1.77125,33.57142857142857,NA,7.395
1992-12-29,0.7255555555555555,1.9188888888888889,NA,NA,7.552222222222222
1993-03-02,0.8055555555555556,2.371111111111111,81.33333333333333,NA,9.314444444444444
1993-05-04,0.8555555555555555,1.9933333333333334,42,NA,7.9944444444444445
1993-07-06,0.7675,2.01,63,NA,8.5875
1993-09-07,0.7211111111111111,1.9766666666666666,49.111111111111114,NA,8.001111111111111
1993-11-09,0.6577777777777778,1.6811111111111112,28.833333333333332,NA,7.39625
1994-01-11,0.5700000000000001,1.6344444444444444,6.333333333333333,NA,6.863333333333333
1994-03-15,0.7277777777777777,2.2044444444444444,18.5,NA,9.652222222222223
1994-05-17,0.8633333333333333,2.3433333333333333,19.625,NA,8.848888888888888
1994-07-19,0.8666666666666667,2.5,119,NA,9.666666666666666
1994-09-20,0.7844444444444444,1.8944444444444444,NA,NA,8.686666666666667
1994-11-22,0.7066666666666667,2.18,43,NA,7.808333333333334
